Gender,Age,Height,Weight,Exercise_Type,Duration,Intensity,Distance,Calories_Burned
Female,23,162.0,65.2,Cardio,82.2,Medium,0.0,1069.0
Female,43,166.0,70.1,Strength,59.4,Low,0.0,673.0
Male,51,177.0,102.6,HIIT,72.6,Low,0.0,779.0
Male,23,193.0,107.2,HIIT,69.0,Medium,0.0,879.0
Female,54,175.0,56.5,HIIT,105.6,High,0.0,1220.0
Female,50,175.0,61.6,Strength,73.2,Medium,0.0,911.0
Male,39,175.0,81.7,Cardio,79.2,Medium,0.0,1198.0
Female,38,158.0,76.6,Yoga,44.4,Low,0.0,481.0
Male,23,179.0,116.8,Strength,60.0,Medium,0.0,698.0
Female,23,159.0,60.1,HIIT,108.0,High,0.0,1107.0
Male,21,173.0,93.7,Cardio,60.0,Low,0.0,803.0
Female,47,158.0,41.6,Yoga,61.8,Medium,0.0,756.0
Female,28,179.0,55.1,Yoga,119.4,High,0.0,1582.0
Male,47,176.0,127.1,Strength,42.6,Low,0.0,552.0
Female,48,160.0,69.1,Strength,80.4,Medium,0.0,1001.0
Female,41,174.0,66.8,Yoga,80.4,Low,0.0,898.0
Male,26,176.0,125.5,Yoga,69.0,Medium,0.0,1031.0
Female,20,158.0,71.3,HIIT,64.2,Medium,0.0,893.0
Male,48,161.0,129.2,Yoga,63.6,Medium,0.0,876.0
Male,57,186.0,96.3,Strength,66.0,Medium,0.0,795.0
Female,54,154.0,67.5,Cardio,43.2,Low,0.0,454.0
Female,53,155.0,64.4,HIIT,106.2,High,0.0,1107.0
Female,41,157.0,64.9,HIIT,62.4,Medium,0.0,576.0
Female,48,166.0,52.3,Yoga,44.4,Low,0.0,433.0
Female,23,155.0,56.7,Cardio,82.8,Medium,0.0,911.0
Female,19,163.0,46.8,HIIT,81.0,Medium,0.0,864.0
Female,37,177.0,70.3,Strength,60.6,Low,0.0,621.0
Male,45,176.0,80.8,Yoga,102.0,High,0.0,1102.0
Female,28,150.0,56.0,Strength,116.4,High,0.0,1242.0
Male,21,184.0,101.2,Yoga,78.0,Low,0.0,944.0
Female,32,157.0,56.6,HIIT,99.0,High,0.0,1378.0
Female,23,175.0,40.9,Yoga,49.2,Low,0.0,594.0
Male,47,165.0,127.8,Cardio,46.2,Low,0.0,598.0
Female,55,176.0,49.3,Strength,76.8,Low,0.0,927.0
Female,19,163.0,64.3,Cardio,112.2,High,0.0,1234.0
Male,32,162.0,49.3,Strength,70.8,Medium,0.0,1025.0
Female,28,162.0,63.0,Strength,40.8,Low,0.0,500.0
Female,25,167.0,41.1,Yoga,61.8,Medium,0.0,711.0
Female,43,174.0,40.5,HIIT,90.0,Medium,0.0,965.0
Male,22,162.0,71.0,HIIT,54.6,Low,0.0,691.0
Female,23,162.0,60.9,Cardio,95.4,High,0.0,1336.0
Female,43,166.0,64.7,Yoga,112.8,High,0.0,1117.0
Female,21,171.0,51.0,HIIT,64.2,Medium,0.0,706.0
Female,36,177.0,57.7,Strength,99.0,High,0.0,1213.0
Male,37,182.0,76.9,Strength,89.4,Medium,0.0,992.0
Male,50,177.0,80.5,Yoga,111.0,High,0.0,1181.0
Female,37,174.0,73.3,Cardio,61.8,Medium,0.0,726.0
Female,29,157.0,49.0,Yoga,79.8,Medium,0.0,878.0
Male,18,197.0,114.5,Cardio,61.8,Low,0.0,725.0
Male,43,178.0,81.0,Yoga,94.8,High,0.0,1189.0
Female,31,176.0,53.5,Strength,73.2,Medium,0.0,811.0
Male,55,168.0,52.1,Yoga,46.2,Low,0.0,637.0
Female,54,152.0,70.1,HIIT,45.6,Low,0.0,475.0
Male,28,178.0,86.9,HIIT,77.4,Medium,0.0,951.0
Male,53,176.0,73.4,Yoga,65.4,Medium,0.0,815.0
Male,30,166.0,90.0,Cardio,79.2,Medium,0.0,1104.0
Male,20,192.0,85.7,Cardio,103.2,High,0.0,1287.0
Female,50,155.0,70.4,Strength,43.8,Low,0.0,470.0
Male,23,171.0,57.7,Strength,69.0,Medium,0.0,942.0
Male,27,176.0,75.7,Cardio,40.8,Low,0.0,494.0
Female,22,152.0,61.8,Yoga,109.8,High,0.0,1519.0
Male,40,176.0,80.3,Strength,97.8,High,0.0,1497.0
Male,27,168.0,104.3,Cardio,76.8,Medium,0.0,950.0
Female,19,158.0,65.7,Cardio,87.6,Medium,0.0,883.0
Male,30,196.0,120.3,Yoga,39.6,Low,0.0,494.0
Female,57,157.0,51.9,HIIT,63.0,Medium,0.0,713.0
Female,19,157.0,59.1,Cardio,99.0,High,0.0,1336.0
Female,37,175.0,66.9,Strength,82.8,Medium,0.0,876.0
Female,18,175.0,66.9,Yoga,56.4,Low,0.0,573.0
Male,54,166.0,78.7,Yoga,85.2,Medium,0.0,921.0
Female,26,161.0,62.4,Yoga,112.8,High,0.0,1307.0
Male,34,171.0,102.1,HIIT,57.6,Low,0.0,713.0
Male,26,200.0,51.9,HIIT,45.0,Low,0.0,549.0
Male,28,200.0,58.3,Strength,79.2,Medium,0.0,980.0
Male,32,192.0,89.8,Strength,115.8,High,0.0,1783.0
Male,41,183.0,101.1,Yoga,47.4,Low,0.0,634.0
Male,55,172.0,118.6,Strength,46.2,Low,0.0,640.0
Male,52,185.0,84.8,Cardio,71.4,Low,0.0,895.0
Male,47,177.0,80.0,HIIT,43.2,Low,0.0,531.0
Male,48,183.0,73.1,Yoga,63.0,Medium,0.0,681.0
Male,22,168.0,117.3,Yoga,74.4,Medium,0.0,914.0
Female,31,171.0,77.4,Cardio,75.6,Medium,0.0,863.0
Female,28,167.0,72.9,Cardio,67.8,Medium,0.0,831.0
Female,26,150.0,71.2,Cardio,69.0,Low,0.0,816.0
Male,51,162.0,88.2,Cardio,93.6,High,0.0,1027.0
Female,29,180.0,75.6,Yoga,78.6,Medium,0.0,976.0
Female,52,156.0,57.9,HIIT,99.6,High,0.0,1135.0
Female,52,158.0,70.6,HIIT,61.2,Medium,0.0,753.0
Male,18,164.0,118.6,Cardio,56.4,Low,0.0,693.0
Male,57,199.0,55.7,Strength,67.8,Medium,0.0,705.0
Male,39,194.0,102.3,Yoga,53.4,Low,0.0,656.0
Male,46,187.0,72.6,HIIT,78.6,Medium,0.0,1044.0
Female,25,168.0,63.8,Cardio,57.0,Low,0.0,784.0
Female,28,167.0,67.3,Strength,36.6,Low,0.0,479.0
Female,58,158.0,59.3,Strength,118.2,High,0.0,1463.0
Female,54,157.0,70.7,Cardio,68.4,Low,0.0,836.0
Male,31,169.0,86.9,Yoga,103.2,High,0.0,1230.0
Male,47,190.0,98.2,HIIT,45.6,Low,0.0,557.0
Male,52,162.0,63.6,Strength,78.0,Medium,0.0,965.0
Female,38,168.0,45.2,HIIT,60.6,Medium,0.0,727.0
Male,54,162.0,117.2,HIIT,62.4,Medium,0.0,736.0
Male,22,174.0,107.4,Strength,80.4,Low,0.0,1017.0
Female,36,178.0,59.1,Cardio,51.0,Low,0.0,514.0
Female,31,164.0,53.3,Strength,34.2,Low,0.0,402.0
Male,43,163.0,46.2,Strength,70.8,Low,0.0,812.0
Male,21,161.0,67.0,Yoga,79.2,Medium,0.0,1104.0
Male,42,177.0,86.3,HIIT,106.2,High,0.0,1113.0
Male,59,167.0,85.5,Cardio,119.4,High,0.0,1418.0
Male,42,187.0,70.2,HIIT,82.8,Medium,0.0,1127.0
Male,35,162.0,127.1,Strength,61.2,Medium,0.0,718.0
Female,57,167.0,75.6,Cardio,63.0,Medium,0.0,723.0
Female,25,165.0,62.6,Cardio,72.0,Low,0.0,852.0
Female,56,153.0,55.7,Cardio,114.6,High,0.0,1066.0
Male,57,174.0,96.1,Cardio,72.6,Medium,0.0,862.0
Female,31,162.0,76.7,Yoga,83.4,Medium,0.0,883.0
Male,49,189.0,57.2,Cardio,68.4,Low,0.0,762.0
Male,55,181.0,69.9,Strength,72.0,Medium,0.0,992.0
Female,50,177.0,67.9,Yoga,61.8,Medium,0.0,760.0
Male,40,187.0,87.9,Strength,117.6,High,0.0,1445.0
Male,32,198.0,102.8,Strength,74.4,Medium,0.0,818.0
Female,50,150.0,51.8,HIIT,79.2,Low,0.0,838.0
Female,42,157.0,57.7,Cardio,109.8,High,0.0,1005.0
Female,34,169.0,66.5,Cardio,48.6,Low,0.0,636.0
Male,50,161.0,95.4,Strength,69.6,Medium,0.0,764.0
Female,19,160.0,69.2,Cardio,70.2,Low,0.0,907.0
Female,31,167.0,66.6,Yoga,61.2,Medium,0.0,699.0
Male,57,165.0,83.4,HIIT,94.2,High,0.0,1290.0
Female,57,175.0,43.8,Cardio,83.4,Low,0.0,1001.0
Female,56,169.0,64.2,Cardio,119.4,High,0.0,1227.0
Female,23,162.0,44.1,Yoga,34.8,Low,0.0,354.0
Male,23,191.0,87.3,HIIT,112.2,High,0.0,1327.0
Male,20,160.0,55.0,Yoga,67.2,Medium,0.0,1035.0
Male,24,174.0,87.1,Strength,94.2,High,0.0,1364.0
Male,25,161.0,66.6,Strength,82.8,Low,0.0,1260.0
Female,59,176.0,60.4,Cardio,103.2,High,0.0,929.0
Male,32,183.0,126.4,HIIT,66.0,Medium,0.0,883.0
Male,46,163.0,88.7,Strength,45.0,Low,0.0,542.0
